fulltext_url,title,work_url,work_type,contributor,publisher,date,type,format,extent,language,subject,spatial,is_part_of,identifier,rights,fulltext_url_text,catalogue_url
https://nla.gov.au/nla.obj-2879090019,Wood's Tasmanian almanack.,https://trove.nla.gov.au/work/21111290,"Periodical | Periodical/Journal, magazine, other","Wood, James, active 1855-1857.","Hobart Town : Walch & Son,",1851,,volume,v. ; 19 cm.,,"Almanacs, Australian -- Tasmania -- Periodicals. | Tasmania -- Periodicals.",u-at-tm,,AuCNLKIN: 000008525079 | OCoLC: 220891244,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-966238754,Questions and answers / Ministry of Post-war Reconstruction.,https://trove.nla.gov.au/work/21182103,"Government publication | Periodical | Periodical/Journal, magazine, other",Australia. Department of Post-war Reconstruction,[Sydney?] : The Ministry.,194u,,volume,no. : ill. ; 25 cm.,,Veterans -- Employment -- Australia -- Periodicals.,u-at---,,AuCNLKIN: 000008562755 | AuCNLKIN: 000075482271 | OCoLC: 220964133,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-966273887,Re-establishment pamphlet.,https://trove.nla.gov.au/work/21182350,"Government publication | Periodical | Periodical/Journal, magazine, other",Australia. Department of Post-war Reconstruction,[Canberra] : Ministry of Post-war Reconstruction.,194u,,volume,no. ; 16 cm.,,Veterans -- Australia -- Periodicals.,u-at---,,AuCNLKIN: 000008562863 | OCoLC: 220964472,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-310313230,Financial report / Australian Film Institute.,https://trove.nla.gov.au/work/211947192,"Periodical | Periodical/Journal, magazine, other",Australian Film Institute (Online).,,20uu,text,online resource,online resource.,,Australian | Australian Film Institute -- Periodicals. | Motion pictures -- Australia -- Periodicals.,u-at---,,AuCNLKIN: 000058534782 | OCoLC: 957122772,,National Library of Australia digital collection item,
https://nla.gov.au/nla.obj-8327183,"The Kia-ora coo-ee : official magazine of the Australian and New Zealand forces in Egypt, Palestine, Salonica & Mesopotamia.",https://trove.nla.gov.au/work/21254747,"Periodical | Periodical/Journal, magazine, other",Australia. Army. Australian Imperial Force (1914-1921) | New Zealand. Army. New Zealand Expeditionary Force.,"Cairo : Kia-Ora Coo-ee,",1918,,volume,10 v. : ill. ; 30 cm.,,"Australia. Army. Australian Imperial Force (1914-1921) -- Periodicals. | New Zealand. Army. Expeditionary Force (Periodicals) | New Zealand. Army. New Zealand Expeditionary Force (Periodicals) | World War, 1914-1918 -- Australia -- Periodicals. | World War, 1914-1918 -- Campaigns -- Middle East -- Periodicals. | World War, 1914-1918 -- Campaigns -- Turkey -- Periodicals. | World War, 1914-1918 -- Periodicals.",u-at---,,AuCNLKIN: 000002616285 | OCoLC: 173327220,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2922806394,Moore's improved Melbourne almanack for the year ...,https://trove.nla.gov.au/work/21268038,"Periodical | Periodical/Journal, magazine, other",,Melbourne : Thomas Huntley.,18uu,,volume,v. ; 18 cm.,,"Almanacs, Australian -- Victoria -- Melbourne -- Periodicals.",u-at-vi,,AuCNLKIN: 000011718881 | OCoLC: 221791062,,National Library of Australia digitised item. N 032.099451 MOO copy,
https://nla.gov.au/nla.obj-359547091,"War echoes : an illustrated war-weekly devoted to comment, criticism and chatty notes.",https://trove.nla.gov.au/work/21279870,"Periodical | Periodical/Journal, magazine, other",,"Melbourne : Modern Printing Co.,",1914,,volume,"1 v. : ill., maps ; 25 cm.",,"World War, 1914-1918 -- Periodicals.",,,AuCNLKIN: 000002634609 | OCoLC: 220181207,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-831634240,The Dominions Office and Colonial Office list for ...,https://trove.nla.gov.au/work/21280095,"Periodical | Periodical/Journal, magazine, other",Great Britain. Office of Commonwealth Relations,"London : Waterlow & Sons, Ltd.",1926,text,volume,"15 v. : ill., maps (some fold.) ; 22 cm.",,British colonies. | Great Britain -- Colonies -- Periodicals. | Great Britain. Colonial Office -- Periodicals. | Great Britain. Colonial Office.,e-uk---,,AuCNLKIN: 000002634717 | OCoLC: 5198244,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2869462972,Steele Rudd's magazine.,https://trove.nla.gov.au/work/21280224,"Periodical | Periodical/Journal, magazine, other",,"[Brisbane] : Steele Rudd's Magazine,",1904,,volume,4 v. : ill. ; 25 cm.,,Australian literature -- Periodicals.,,,AuCNLKIN: 000002634774 | OCoLC: 37165814,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2962374358,Venture : Jindyworobak quarterly pamphlet.,https://trove.nla.gov.au/work/21280273,"Periodical | Periodical/Journal, magazine, other","Ingamells, Rex, 1913-1955. | Jindyworobak Club.","Adelaide : F.W. Preece, | Adelaide : F.W. Preece.",1939,,volume,2 v. ; 25-27 cm. | v. ; 25 cm.,,Australian literature -- 20th century -- Periodicals. | Australian literature -- History and criticism -- Periodicals. | Australian literature -- Periodicals.,,,AuCNLKIN: 000002634795 | AuCNLKIN: 000059623728 | AuCNLKIN: 000060445089 | OCoLC: 6481709,,National Library of Australia digitised item. N A 820.5 VEN copy,
https://nla.gov.au/nla.obj-3050325239,Venture : an Australian literary quarterly.,https://trove.nla.gov.au/work/21280277,"Periodical | Periodical/Journal, magazine, other","Ingamells, Rex, 1913-1955.","Adelaide : Hassell Press,",1937,,volume,1 v. | 1 v. ; 22 cm.,,Australian literature -- 20th century -- Periodicals. | Australian literature -- Periodicals.,,,AuCNLKIN: 000002634796 | AuCNLKIN: 000044761084 | AuCNLKIN: 000054894528 | OCoLC: 37166192,,National Library of Australia digitised item. NLp A 820.5 VEN copy,
https://nla.gov.au/nla.obj-3050339656,Northern affairs : a monthly journal of far northern concerns.,https://trove.nla.gov.au/work/21280279,"Periodical | Periodical/Journal, magazine, other",,"Cairns [Qld.] : Northern Affairs,",1931,,volume,2 v. ; 28 cm.,,Australian literature -- Periodicals. | Queensland -- Periodicals.,,,AuCNLKIN: 000002634797 | OCoLC: 220183073,,National Library of Australia digitised item. N 919.43 NOR copy,
https://nla.gov.au/nla.obj-2256482624,"The Torch and colonial book circular : including classified lists of new publications--English, American and colonial--in all departments of literature, science and art / edited by Edward Augustus Petherick.",https://trove.nla.gov.au/work/21280303,"Periodical | Periodical/Journal, magazine, other","Petherick, Edward Augustus, 1847-1917.","London ; Melbourne : Petherick,",1887,,volume,5 volumes : illustrations ; 26 cm.,,Bibliography -- Periodicals.,,,AuCNLKIN: 000002634811 | OCoLC: 220183177,,National Library of Australia digitised item. JAF 017.4 TOR copy,
https://nla.gov.au/nla.obj-302666124,The Newcastle and Maitland Catholic Sentinel : the official organ of the diocese of Maitland.,https://trove.nla.gov.au/work/212871489,"Periodical | Periodical/Journal, magazine, other",,,1931,still image | text,online resource,online resource : illlustrations.,,Australia New South Wales Maitland | Australian | Australian newspapers -- Maitland (N.S.W.) | Catholic Church. Diocese of Maitland (N.S.W.) -- Periodicals. | Maitland (N.S.W.) -- Newspapers. | Maitland (N.S.W.) -- Periodical.,u-at-ne,series: Digitised newspapers and more.,AuCNLKIN: 000058592141 | OCoLC: 958224127,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2979334874,The Australasian meteorological almanac for ... / Compiled by J. Harcourt Giddons.,https://trove.nla.gov.au/work/21293178,"Periodical | Periodical/Journal, magazine, other","Giddons, J. Harcourt.","[Adelaide : s.n.],",1899,,volume,1 v. ; 20 cm.,,Australia -- Climate -- Periodicals. | Long-range weather forecasts -- Australia -- Periodicals. | Long-range weather forecasts -- New Zealand -- Periodicals. | New Zealand -- Climate -- Periodicals. | Weather forecasting -- Australia -- Periodicals. | Weather forecasting -- New Zealand -- Periodicals.,u-at--- | u-nz---,,AuCNLKIN: 000011740486 | OCoLC: 221810662,,National Library of Australia digitised item. N 551.5 GID copy,
https://nla.gov.au/nla.obj-409480316,The Illustrated temperance year book and societies' register and directory for ...,https://trove.nla.gov.au/work/21334688,"Microform | Periodical | Periodical/Journal, magazine, other","McCutcheon, Robert George.","Melbourne : Dunn,",18uu,,volume,v. : ill. ; 19 cm.,,"Almanacs, Australian -- Victoria. | Temperance -- Victoria -- Periodicals.",u-at-vi,,AuCNLKIN: 000003000605 | OCoLC: 220111390,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2844728929,History of education review.,https://trove.nla.gov.au/work/21336084,"Periodical | Periodical/Journal, magazine, other",Australian and New Zealand History of Education Society,"[Australia?] : Australian and New Zealand History of Education Society, | [S.l.] : Australian and New Zealand History of Education Society,",1983,text,online resource | volume,1 Volume. | v. ; 21-25 cm.,,Australia. | Australian | Education -- Australia -- History -- Periodicals. | Education -- History -- Periodicals. | Education -- New Zealand -- History -- Periodicals. | Education -- Periodicals. | Education. | Éducation -- Australie -- Histoire -- Périodiques. | Éducation -- Histoire -- Périodiques. | Éducation -- Nouvelle-Zélande -- Histoire -- Périodiques. | New Zealand.,u-at--- | u-nz---,,AuCNLKIN: 000002677534 | AuCNLKIN: 000044185193 | AuCNLKIN: 000069983526 | AuCNLKIN: 000073587535 | OCoLC: 1319431595 | OCoLC: 220264380 | OCoLC: 60616365 | OCoLC: 607606166,,National Library of Australia digital collection item,
https://www.nla.gov.au/nla.obj-2730159305,"Newsletter / DUOSS, Deakin University Overseas Student Service.",https://trove.nla.gov.au/work/21361701,"Government publication | Periodical | Periodical/Journal, magazine, other",Deakin University Overseas Student Service,"[Geelong, Vic.] : [publisher not identified],",1995,text,online resource | volume,volumes ; 30 cm.,English | French,"Amateur theater -- Victoria -- Periodicals. | Art and technology -- Australia -- Periodicals. | Art and technology -- Periodicals. | Art, British -- Periodicals. | Art, Modern -- 20th century -- Periodicals. | Australia -- Economic conditions -- 1990-2001 -- Periodicals. | Australian College of Education. Victorian Chapter -- Periodicals. | Australian Network for Art and Technology -- Periodicals. | Burdekin Potters -- Periodicals. | CEPU. Telecommunications and Services Branch, Victoria -- Periodicals. | Chartered Institute of Company Secretaries in Australia. Victorian Branch -- Periodicals. | Commercial policy -- Periodicals. | Commercial policy. | Commission mixte internationale -- Périodiques. | Commonwealth Games -- Periodicals. | Computer art -- Periodicals. | Craigslea State High School -- Periodicals. | Crime prevention -- Queensland -- Brisbane -- Citizen participation. | Deakin University Overseas Student Service -- Periodicals. | Eau -- Pollution -- Grands Lacs (Amérique du Nord) -- Périodiques. | Eau -- Qualité -- Gestion -- Grands Lacs (Amérique du Nord) -- Périodiques. | Eau -- Qualité -- Grands Lacs (Amérique du Nord) -- Périodiques. | Education -- Victoria -- Periodicals. | Executives -- Victoria -- Periodicals. | Foreign trade regulation -- Periodicals. | Foreign trade regulation. | Great Lakes. | Harp Society of Queensland Incorporated -- Periodicals. | Harpists -- Queensland -- Periodicals. | Hastings Region (Vic.) -- History -- Periodicals. | Hastings-Western Port Historical Society -- Periodicals. | High schools -- Queensland -- Brisbane -- Periodicals. | International Joint Commission -- Periodicals. | International Joint Commission. | International trade -- Periodicals. | International trade. | Investments -- Australia -- Periodicals. | Labor unions -- Telecommunication -- Victoria -- Periodicals. | Law students -- Australia -- New South Wales -- Periodicals. | Life Activities Club Whitehorse -- Periodicals. | Maroondah (Vic.). Council -- Periodicals. | Mitcham Repertory Group -- Periodicals. | Neighborhood watch programs -- Queensland -- Brisbane -- Periodicals. | North Lakes and Mango Hill Village Neighbourhood Watch -- Periodicals. | Organic farming -- Australia -- Periodicals. | Paul Mellon Centre for Studies in British Art -- Periodicals. | Port Jackson Press Australia -- Periodicals. | Potters -- Queensland -- Ayr -- Periodicals. | Pottery -- Queensland -- Ayr -- Periodicals. | Pottery -- Queensland -- Burdekin (Shire) -- Periodicals. | Prints -- Australia -- Periodicals. | Retirement -- Victoria -- Whitehorse -- Periodicals. | Ross House (Melbourne, Vic.) -- Periodicals. | Ross House (Melbourne, Vic.). Association -- Periodicals. | Shire of Hastings Historical Society -- Periodicals. | Social service -- Victoria -- Melbourne -- Periodicals. | Soil conservation -- Australia -- Victoria -- Warrnambool -- Periodicals. | Sports -- Australia -- Periodicals. | Stocks -- Australia -- Periodicals. | Students, Foreign -- Australia -- Victoria -- Periodicals. | Tariff -- Periodicals. | Tariff. | University of Western Sydney, Macarthur. Law Student's Society -- Periodicals. | Video art -- Periodicals. | WWOOF Australia -- Periodicals. | Warrnambool City Landcare Group -- Periodicals. | Water -- Pollution -- Great Lakes (North America) -- Periodicals. | Water -- Pollution. | Water quality -- Great Lakes (North America) -- Periodicals. | Water quality management -- Great Lakes (North America) -- Periodicals. | Water quality management. | Water quality. | Western Port Region (Vic.) -- History -- Periodicals. | Willing Workers on Organic Farms -- Periodicals. | Women in television broadcasting -- Australia -- Periodicals. | Women in the motion picture industry -- Australia -- Periodicals. | World Trade Organization -- Periodicals. | World Trade Organization. | Yarra (Vic.). Council -- Periodicals.",u-at-vi,,AuCNLKIN: 000011785496 | OCoLC: 32524720,,National edeposit,
https://nla.gov.au/nla.obj-1252295501,"Newsletter / DUOSS, Deakin University Overseas Student Service.",https://trove.nla.gov.au/work/21361701,"Government publication | Periodical | Periodical/Journal, magazine, other",Deakin University Overseas Student Service,"[Geelong, Vic.] : [publisher not identified],",1995,text,online resource | volume,volumes ; 30 cm.,English | French,"Amateur theater -- Victoria -- Periodicals. | Art and technology -- Australia -- Periodicals. | Art and technology -- Periodicals. | Art, British -- Periodicals. | Art, Modern -- 20th century -- Periodicals. | Australia -- Economic conditions -- 1990-2001 -- Periodicals. | Australian College of Education. Victorian Chapter -- Periodicals. | Australian Network for Art and Technology -- Periodicals. | Burdekin Potters -- Periodicals. | CEPU. Telecommunications and Services Branch, Victoria -- Periodicals. | Chartered Institute of Company Secretaries in Australia. Victorian Branch -- Periodicals. | Commercial policy -- Periodicals. | Commercial policy. | Commission mixte internationale -- Périodiques. | Commonwealth Games -- Periodicals. | Computer art -- Periodicals. | Craigslea State High School -- Periodicals. | Crime prevention -- Queensland -- Brisbane -- Citizen participation. | Deakin University Overseas Student Service -- Periodicals. | Eau -- Pollution -- Grands Lacs (Amérique du Nord) -- Périodiques. | Eau -- Qualité -- Gestion -- Grands Lacs (Amérique du Nord) -- Périodiques. | Eau -- Qualité -- Grands Lacs (Amérique du Nord) -- Périodiques. | Education -- Victoria -- Periodicals. | Executives -- Victoria -- Periodicals. | Foreign trade regulation -- Periodicals. | Foreign trade regulation. | Great Lakes. | Harp Society of Queensland Incorporated -- Periodicals. | Harpists -- Queensland -- Periodicals. | Hastings Region (Vic.) -- History -- Periodicals. | Hastings-Western Port Historical Society -- Periodicals. | High schools -- Queensland -- Brisbane -- Periodicals. | International Joint Commission -- Periodicals. | International Joint Commission. | International trade -- Periodicals. | International trade. | Investments -- Australia -- Periodicals. | Labor unions -- Telecommunication -- Victoria -- Periodicals. | Law students -- Australia -- New South Wales -- Periodicals. | Life Activities Club Whitehorse -- Periodicals. | Maroondah (Vic.). Council -- Periodicals. | Mitcham Repertory Group -- Periodicals. | Neighborhood watch programs -- Queensland -- Brisbane -- Periodicals. | North Lakes and Mango Hill Village Neighbourhood Watch -- Periodicals. | Organic farming -- Australia -- Periodicals. | Paul Mellon Centre for Studies in British Art -- Periodicals. | Port Jackson Press Australia -- Periodicals. | Potters -- Queensland -- Ayr -- Periodicals. | Pottery -- Queensland -- Ayr -- Periodicals. | Pottery -- Queensland -- Burdekin (Shire) -- Periodicals. | Prints -- Australia -- Periodicals. | Retirement -- Victoria -- Whitehorse -- Periodicals. | Ross House (Melbourne, Vic.) -- Periodicals. | Ross House (Melbourne, Vic.). Association -- Periodicals. | Shire of Hastings Historical Society -- Periodicals. | Social service -- Victoria -- Melbourne -- Periodicals. | Soil conservation -- Australia -- Victoria -- Warrnambool -- Periodicals. | Sports -- Australia -- Periodicals. | Stocks -- Australia -- Periodicals. | Students, Foreign -- Australia -- Victoria -- Periodicals. | Tariff -- Periodicals. | Tariff. | University of Western Sydney, Macarthur. Law Student's Society -- Periodicals. | Video art -- Periodicals. | WWOOF Australia -- Periodicals. | Warrnambool City Landcare Group -- Periodicals. | Water -- Pollution -- Great Lakes (North America) -- Periodicals. | Water -- Pollution. | Water quality -- Great Lakes (North America) -- Periodicals. | Water quality management -- Great Lakes (North America) -- Periodicals. | Water quality management. | Water quality. | Western Port Region (Vic.) -- History -- Periodicals. | Willing Workers on Organic Farms -- Periodicals. | Women in television broadcasting -- Australia -- Periodicals. | Women in the motion picture industry -- Australia -- Periodicals. | World Trade Organization -- Periodicals. | World Trade Organization. | Yarra (Vic.). Council -- Periodicals.",u-at-vi,,AuCNLKIN: 000011785496 | OCoLC: 32524720,,National edeposit,
https://nla.gov.au/nla.obj-510937014,Science of man and journal of the Royal Anthropological Society of Australasia.,https://trove.nla.gov.au/work/21373531,"Microform | Periodical | Periodical/Journal, magazine, other | Periodical/Newspaper",Royal Anthropological Society of Australasia,"Sydney : G. Watson,",1898,text,online resource | volume,1 online resource. | volumes ; 28 cm.,,Anthropology -- Periodicals. | Australian periodicals -- New South Wales -- Sydney. | Sydney (N.S.W.) -- Periodicals.,u-at-ne,series: Digitised newspapers and more.,AuCNLKIN: 000009545461 | AuCNLKIN: 000066455932 | OCoLC: 1135897850 | OCoLC: 221496279,,"Issues available online  Vol. 1, no. 1 (Feb. 1898)-v. 14, no. 4 (Nov. 1913) | National Library of Australia digitised item",
https://nla.gov.au/nla.obj-2942267018,Year book / Bookkeepers' Institute of Australasia in affiliation with International Accountants' Corporation.,https://trove.nla.gov.au/work/21377676,"Periodical | Periodical/Journal, magazine, other",International Accountants Corporation and Bookkeepers Institute of Australasia.,"Melbourne : The Institute,",1928,,volume,1 Volume.,,"Accounting -- Australia -- Handbooks, manuals etc. | Bookkeeping -- Handbooks, manuals, etc. | International Accountants Corporation and Bookkeepers Institute of Australasia -- Periodicals.",u-at---,,AuCNLKIN: 000011791755 | OCoLC: 221954205,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-3049445806,American archives of rehabilitation therapy : official publication of the American Association of Rehabilitation Therapists.,https://trove.nla.gov.au/work/21415098,"Periodical | Periodical/Journal, magazine, other",American Association for Rehabilitation Therapy. | American Association of Rehabilitation Therapists.,"[Montrose, N.Y.] : The Association,",1953,text,volume,v. ; 23 cm.,,Rehabilitation -- Periodicals. | Rehabilitation.,,,AuCNLKIN: 000002712825 | OCoLC: 1479313,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-471528938,"Hand-book for emigrants to Queensland, Australia.",https://trove.nla.gov.au/work/21426384,"Periodical | Periodical/Journal, magazine, other",Queensland. Agent General,London : Sir Joseph Causton & Sons.,18uu,,volume,v. : maps ; 22 cm.,,Queensland -- Description and travel -- Periodicals. | Queensland -- Emigration and immigration -- Periodicals.,u-at-qn,,AuCNLKIN: 000011813759 | OCoLC: 222002559,,National Library of Australia digitised item. JAFp BIBLIO F14567 (1878) copy,
https://www.nla.gov.au/nla.obj-2731081023,Newsletter / Queensland Council for Civil Liberties.,https://trove.nla.gov.au/work/21480270,"Periodical | Periodical/Journal, magazine, other",National Conference on Literature and Religion. | Queensland Council for Civil Liberties.,"St. Lucia, Qld. : Queensland Council for Civil Liberties,",1983,still image | text,online resource | volume,v. : ill. ; 29 cm.,,"Amnesty International. | Arts -- Queensland -- Brisbane -- Periodicals. | Australian Deerstalkers' Federation -- Periodicals. | Bioethics -- Periodicals. | Black and Coloured Sheep Breeders' Association of Australia. Periodicals. | Civil rights -- Periodicals. | Civil rights -- Queensland -- Periodicals. | Colac Arts Council -- Periodicals. | Darwin Community College. Division of Extension Services -- Periodicals. | Deer hunting -- Australia -- Periodicals. | Disability Resources Centre (Vic.) -- Periodicals. | Disaster relief -- Victoria -- Dandenong Ranges -- Periodicals. | Egg trade -- Victoria -- Periodicals. | Eggs -- Victoria -- Marketing -- Periodicals. | Feminism -- Periodicals. | Film and Television Institute (W.A.) | Forest fires -- Victoria -- Dandenong Ranges -- Periodicals. | Fremantle Education Centre. | Horses -- Australia -- Periodicals. | Human rights -- Queensland -- Periodicals. | Industrial safety -- Australian Capital Territory -- Periodicals. | Liberty -- Periodicals. | Library Association of Australia. Medical Librarians' Section. Victorian Group -- Periodicals. | Maps for people with visual disabilities -- Periodicals. | Mathematical statistics -- Periodicals. | Mathematical statistics. | Medical ethics -- Periodicals. | Medical libraries -- Victoria -- Periodicals. | Melville (W.A.) -- History. | Melville Historical Society (W.A.) | Motion pictures -- Western Australia. | People with disabilities -- Victoria -- Periodicals. | Political persecution -- Periodicals. | Political prisoners -- Periodicals. | Queensland Council for Civil Liberties -- Periodicals. | Religion and literature -- Periodicals. | Religion and literature. | Safety Institute of Australia. A.C.T. Division -- Periodicals. | Salinity -- Victoria -- Periodicals. | Sculptors -- Queensland -- Periodicals. | Sculptors Society (Sydney, N.S.W.) -- Periodicals. | Sexism -- South Australia -- Periodicals. | Sheep breeds -- Australia -- Periodicals. | Society of Sculptors, Queensland -- Periodicals. | Statistics -- Periodicals. | Statistics. | Statistique mathématique -- Périodiques. | Statistiques -- Périodiques. | Teacher centers -- Western Australia. | Television -- Western Australia. | Tool and Trades History Society -- Periodicals. | Tool and Trades History Society. | Tools -- History -- Periodicals. | Tools. | Victoria -- Anniversaries, etc -- Periodicals. | Victoria's 150th Anniversary Board -- Periodicals. | Victoria. Parliament. Salinity Committee -- Periodicals. | Victoria. Work Education Curriculum Committee -- Periodicals. | Victorian Egg Marketing Board -- Periodicals. | Vocational education -- Victoria -- Periodicals. | Women -- Periodicals. | Women's Creative Centre (South Brisbane, Qld.) -- Periodicals. | Women's studies -- South Australia -- Periodicals. | YWCA of Sydney (N.S.W.) -- Periodicals.",u-at-qn,,AuCNLKIN: 000025073214 | OCoLC: 38840682,,National edeposit,
https://nla.gov.au/nla.obj-2879839204,The Van Diemen's Land pocket almanack for the year of our Lord ...,https://trove.nla.gov.au/work/21481707,"Government publication | Periodical | Periodical/Journal, magazine, other",,"Hobart : Andrew Bent, Govt. Printer,",1824,,volume,96 p. ; 17 cm.,,"Almanacs, Australian -- Tasmania -- Periodicals. | Tasmania -- Directories.",u-at-tm,,AuCNLKIN: 000011845744 | OCoLC: 173323713,,National Library of Australia digitised item. FC F988 copy,
https://www.nla.gov.au/nla.obj-2730381154,Info-link the book : building products & suppliers.,https://trove.nla.gov.au/work/21484148,"Microform | Periodical | Periodical/Journal, magazine, other","Tsukunft (Melbourne, Vic.)",Sydney : Focus Direct Publications.,19uu,,microfiche | volume,v. : col. ill. ; 30 cm.,,"Australian | Bicycle Institute of Queensland -- Periodicals. | Building fittings -- Australia -- Directories. | Building materials -- Australia -- Directories. | Construction industry -- Australia -- Directories. | Construction industry -- Australia -- Materials -- Periodicals. | Cycling -- Queensland -- Periodicals. | Interior decoration accessories -- Australia -- Periodicals. | Jews -- Victoria -- Melbourne -- Periodicals. | Judaism -- Periodicals. | Tsukunft (Melbourne, Vic.) -- Periodicals. | United States. Navy -- Personnel management -- Periodicals.",u-at---,,AuCNLKIN: 000011846430 | OCoLC: 222088373,,National edeposit,
https://nla.gov.au/nla.obj-2879850800,The Tasmanian almanack for the year of our Lord ...,https://trove.nla.gov.au/work/21484810,"Government publication | Periodical | Periodical/Journal, magazine, other",National Library of Australia,"Hobart : Andrew Bent, Govt. Printer,",1825,,volume,volumes ; 19 cm.,,"Almanacs, Australian -- Tasmania -- Periodicals. | Tasmania -- Directories. | Tasmania -- History -- 1803-1851 -- Sources.",u-at-tm,,AuCNLKIN: 000011846694 | OCoLC: 222089559,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-2868641758,Kerr's Melbourne almanac and Port Phillip directory for ... : a compendium of useful and accurate information connected with Port Philip.,https://trove.nla.gov.au/work/21505055,"Microform | Periodical | Periodical/Journal, magazine, other",,Melbourne : Kerr and Holmes.,18uu,text,microfiche | volume,volumes ; 23 cm.,,"Almanacs, Australian -- Australia -- Victoria. | Almanacs, Australian -- Victoria. | Melbourne (Vic.) -- Directories. | Melbourne Region (Vic.) -- Directories.",u-at-vi,,AuCNLKIN: 000011852475 | OCoLC: 173323571,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-306670024,Report of the Western Australian Association.,https://trove.nla.gov.au/work/21508825,"Periodical | Periodical/Journal, magazine, other",Western Australian Association.,"London : John Cross,",1836,,volume,2 v. : maps ; 21 cm.,,Western Australia -- Economic conditions -- 1829-1851 -- Periodicals. | Western Australian Association -- Periodicals.,u-at-we,,AuCNLKIN: 000011853889 | AuCNLKIN: 000072438964 | OCoLC: 173320936,,National Library of Australia digitised item,
https://nla.gov.au/nla.obj-838128236,Government securities on issue at 30 June ...,https://trove.nla.gov.au/work/21563136,"Government publication | Periodical | Periodical/Journal, magazine, other",Australia | Australia. Treasury,"Canberra : Commonwealth Govt. Printing Office,",1963,,volume,v. ; 25-33 cm.,,Budget -- Australia -- Periodicals. | Government securities -- Australia -- Periodicals.,u-at---,"series: Budget related paper (Canberra, A.C.T.) ; no. 1. | series: Budget related paper (Canberra, A.C.T.) ; no. 6, 8. | series: Parliamentary paper (Australia. Parliament)",AuCNLKIN: 000002836082 | OCoLC: 220153502,,National Library of Australia digitised item. Nq 328.94 AUS copy,
https://nla.gov.au/nla.obj-1296306862,Estimates of receipts and summary of estimated expenditure / circulated by The Honourable ... Minister for Finance of the Commonwealth of Australia ... ... ... ... ... ...,https://trove.nla.gov.au/work/21564316,"Government publication | Periodical | Periodical/Journal, magazine, other",Australia | Australia. Department of Finance,"Canberra : Australian Government Publishing Service,",1963,,volume,v. ; 25 cm.,,Australia -- Appropriations and expenditures -- Periodicals. | Budget -- Australia -- Periodicals.,u-at---,"series: Budget paper ; no. 4 | series: Budget paper ; no. 5 | series: Budget related paper (Canberra, A.C.T.) | series: Parliamentary paper (Australia. Parliament) | series: Parliamentary paper / Commonwealth Parliament of Australia",AuCNLKIN: 000002836581 | OCoLC: 220155053,,National Library of Australia digitised item. Nq 328.94 AUS copy,
https://nla.gov.au/nla.obj-74300826,"Crown lands guide, ...",https://trove.nla.gov.au/work/21566300,"Government publication | Periodical | Periodical/Journal, magazine, other",Tasmania. Department of Lands and Works.,"Hobart : William Thomas Strutt, Govt. Printer,",1884,,volume,"v. : ill., col. maps ; 22 cm.",,Agriculture -- Tasmania -- Periodicals. | Crown lands -- Tasmania -- Periodicals. | Land tenure -- Tasmania -- Periodicals.,u-at-tm,,AuCNLKIN: 000011890297 | OCoLC: 221779314,,"National Library of Australia digitised item, PETHpam 1011 copy",
https://nla.gov.au/nla.obj-3050339494,The Vagabond annual. | The vagabond annual.,https://trove.nla.gov.au/work/21589498,"Periodical | Periodical/Journal, magazine, other","Vagabond, 1843-1896.","Sydney : Turner & Henderson. | Sydney [N.S.W.] : Turner and Henderson,",1877,,volume,v : ill ; 23cm. | v. : ill. | v. : ill. ; 23 cm.,,Australian literature -- 19th century -- Periodicals. | Australian poetry -- 19th century -- Periodicals.,u-at---,,AuCNLKIN: 000002857800 | AuCNLKIN: 000044761042 | AuCNLKIN: 000054886909 | OCoLC: 37165971,,National Library of Australia digitised item. N A 828 V126va copy,
https://nla.gov.au/nla.obj-2979142852,The Commonwealth weather forecaster and almanac for land and sea : containing reliable forecasts for ... / by J. Harcourt Giddons.,https://trove.nla.gov.au/work/21592966,"Periodical | Periodical/Journal, magazine, other","Giddons, J. Harcourt.","[S.l. : s.n.],",1927,,volume,15 v. : ill. ; 22 cm.,,Australia -- Climate -- Periodicals. | Australian | New Zealand -- Climate -- Periodicals. | Weather forecasting -- Australia -- Periodicals. | Weather forecasting -- New Zealand -- Periodicals.,u-at--- | u-nz---,,AuCNLKIN: 000011923461 | OCoLC: 221798838,,National Library of Australia digitised item. N 551.5 GID copy,
